FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m1_public_data.fid-3b25e662_1963ba17013_-3748,912347698,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS132,Chilcott Islet SW inner reef,-16.93,149.99,2017-01-17,11,RLS,40,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,150,1,,POINT (149.99000549316406 -16.93000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3747,912347738,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS1,Long Reef West,-19.3,152.24,2017-03-19,10,RLS,40,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (152.24000549316406 -19.299999237060547)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3746,912347738,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS1,Long Reef West,-19.3,152.24,2017-03-19,10,RLS,40,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,100,1,,POINT (152.24000549316406 -19.299999237060547)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3745,912347751,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS5,Paget Cay South East,-19.25,152.35,2017-03-19,4.1,RLS,30,13:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (152.35000610351562 -19.25)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3744,912347734,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,Capricorn-Bunker,GBR259,North Island Site 1,-23.18,151.91,2017-02-14,7,RLS,25,9:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,150,1,,POINT (151.91000366210938 -23.18000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3743,912347779,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR - South,GBR106,Goulds Reef SW Wall,-19.52,148.72,2017-02-03,8.5,RLS,9,8:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (148.72000122070312 -19.520000457763672)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3742,912347803,Australia,New South Wales,Tweed-Moreton,Temperate Australasia,Solitary Islands,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,2017-05-06,6,RLS,30,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (153.38999938964844 -29.93000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3741,912347808,Australia,New South Wales,Tweed-Moreton,Temperate Australasia,Solitary Islands,SI23,Canyons North Solitary,-29.93,153.39,2017-05-06,14,RLS,30,9:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (153.38999938964844 -29.93000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3740,912349626,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP29,Monck Wall,-23.17,113.76,2017-07-30,5.5,RLS,14,8:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (113.76000213623047 -23.170000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-373f,912349635,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF2,Bundegi SZ North,-21.85,114.17,2017-07-28,1.8,RLS,15,12:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (114.16999816894531 -21.850000381469727)
ep_m1_public_data.fid-3b25e662_1963ba17013_-373e,912349637,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP-C1,Monck Head,-23.18,113.76,2017-07-30,1,RLS,20,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (113.76000213623047 -23.18000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-373d,912349642,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP19,Maud SZ Nth,-23.09,113.74,2017-07-26,2.8,RLS,20,9:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (113.73999786376953 -23.09000015258789)
ep_m1_public_data.fid-3b25e662_1963ba17013_-373c,912349661,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP19,Maud SZ Nth,-23.09,113.74,2017-07-26,3,RLS,20,9:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Cheloniidae spp.,Cheloniid spp.,100,1,,POINT (113.73999786376953 -23.09000015258789)
ep_m1_public_data.fid-3b25e662_1963ba17013_-373b,912350233,Australia,Other Territories,Lord Howe and Norfolk Islands,Central Indo-Pacific,Elizabeth and Middleton Reefs,EMR40,Middleton 1,-29.44,159.1,2018-02-27,2,RLS,8,14:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,75,1,,POINT (159.10000610351562 -29.440000534057617)
ep_m1_public_data.fid-3b25e662_1963ba17013_-373a,912350236,Australia,Other Territories,Lord Howe and Norfolk Islands,Central Indo-Pacific,Elizabeth and Middleton Reefs,EMR39,Middleton 4,-29.44,159.12,2018-02-27,10,RLS,13,8:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (159.1199951171875 -29.440000534057617)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3739,912350288,Australia,Other Territories,Lord Howe and Norfolk Islands,Central Indo-Pacific,Elizabeth and Middleton Reefs,EMR17,Wreck outer reef4 Middleton Reef,-29.45,159.05,2018-02-25,11,RLS,35,14:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys imbricata,Eretmochelys imbricata,87.5,1,,POINT (159.0500030517578 -29.450000762939453)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3738,912350671,Australia,New South Wales,Manning-Hawkesbury,Temperate Australasia,Port Stephens,PS18,Tomaree Head Tubes,-32.71,152.18,2014-06-03,6,RLS,8,12:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (152.17999267578125 -32.709999084472656)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3737,912351285,Australia,New South Wales,Manning-Hawkesbury,Temperate Australasia,Port Stephens,PS17,Fly Point Nelson Bay,-32.71,152.15,2018-10-26,7,RLS,5,10:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,75,1,,POINT (152.14999389648438 -32.709999084472656)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3736,912351750,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS3,Brodie Cay SE,-19.28,152.22,2018-01-30,7,RLS,35,12:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Acalyptophis peronii,Acalyptophis peronii,100,1,,POINT (152.22000122070312 -19.280000686645508)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3735,912351776,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS234,Marion Centre Bommie Nth,-19.17,152.27,2018-02-01,8,RLS,35,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (152.27000427246094 -19.170000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3734,912351776,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS234,Marion Centre Bommie Nth,-19.17,152.27,2018-02-01,8,RLS,35,11:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (152.27000427246094 -19.170000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3733,912352109,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS38,Chaetodontoides,-14.07,121.78,2018-12-23,6,RLS,15,14:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (121.77999877929688 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3732,912352109,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS38,Chaetodontoides,-14.07,121.78,2018-12-23,6,RLS,15,14:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (121.77999877929688 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3731,912352124,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS13,Golden Sleeper Corner,-11.98,123.33,2019-01-02,9,RLS,20,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (123.33000183105469 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3730,912352124,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS13,Golden Sleeper Corner,-11.98,123.33,2019-01-02,9,RLS,20,8:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,87.5,1,,POINT (123.33000183105469 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-372f,912352124,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS13,Golden Sleeper Corner,-11.98,123.33,2019-01-02,9,RLS,20,8:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (123.33000183105469 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-372e,912352125,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS10,Rogaa Bommie,-11.97,123.32,2019-01-02,8,RLS,20,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (123.31999969482422 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-372d,912352125,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS10,Rogaa Bommie,-11.97,123.32,2019-01-02,8,RLS,20,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (123.31999969482422 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-372c,912352126,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS8,Hibernia Lagoon South,-11.98,123.36,2019-01-03,5,RLS,15,7:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (123.36000061035156 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-372b,912352127,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS7,Big Fish Gulch,-11.97,123.36,2019-01-03,4.5,RLS,20,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (123.36000061035156 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-372a,912352130,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS186,Cartier North,-12.53,123.58,2019-01-05,7,RLS,30,9:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (123.58000183105469 -12.529999732971191)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3729,912352132,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS190,Nuclear Bommie,-12.52,123.57,2019-01-06,8,RLS,40,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (123.56999969482422 -12.520000457763672)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3728,912352112,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS26,Seringapatam North,-13.62,121.99,2018-12-26,8,RLS,20,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,87.5,1,,POINT (121.98999786376953 -13.619999885559082)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3727,912352133,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS191,Unexploded Bommie,-12.52,123.56,2019-01-06,10,RLS,40,10:00:00,-12.52,123.57,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,75,1,,POINT (123.57 -12.52)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3726,912352274,Australia,New South Wales,Tweed-Moreton,Temperate Australasia,Solitary Islands,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,2019-05-18,6,RLS,15,9:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,50,1,,POINT (153.38999938964844 -29.93000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3725,912352291,Australia,New South Wales,Tweed-Moreton,Temperate Australasia,Solitary Islands,SI2,Anemone Bay N Solitary Is,-29.92,153.39,2019-05-18,12,RLS,15,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (153.38999938964844 -29.920000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3724,912352676,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF1,Bundegi,-21.84,114.18,2019-08-19,2.1,RLS,10,16:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (114.18000030517578 -21.84000015258789)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3723,912352644,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF3,Bundegi SZ South,-21.87,114.16,2019-08-19,5.8,RLS,5,13:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,137.5,1,,POINT (114.16000366210938 -21.8700008392334)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3722,912352645,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF3,Bundegi SZ South,-21.87,114.16,2019-08-19,4.8,RLS,5,13:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,137.5,1,,POINT (114.16000366210938 -21.8700008392334)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3721,912353311,Australia,New South Wales,Lord Howe and Norfolk Islands,Central Indo-Pacific,Lord Howe Island,LHI15,Algal Hole South,-31.56,159.07,2020-02-11,5.5,RLS,20,10:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (159.07000732421875 -31.559999465942383)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3720,912351757,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS233,Marion Central bommie,-19.18,152.27,2018-02-01,6,RLS,35,12:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (152.27000427246094 -19.18000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-371f,912351758,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS233,Marion Central bommie,-19.18,152.27,2018-02-01,16,RLS,35,12:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (152.27000427246094 -19.18000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-371e,912351812,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS2,Brodie Cay NW,-19.28,152.21,2018-01-30,5.5,RLS,30,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (152.2100067138672 -19.280000686645508)
ep_m1_public_data.fid-3b25e662_1963ba17013_-371d,912351829,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - South,GBR144,Langford island,-20.08,148.88,2018-02-09,4,RLS,8,7:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,112.5,1,,POINT (148.8800048828125 -20.079999923706055)
ep_m1_public_data.fid-3b25e662_1963ba17013_-371c,912351815,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS219,Paget Cay Far North,-19.24,152.36,2018-01-31,4,RLS,30,14:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,30,1,,POINT (152.36000061035156 -19.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-371b,912351816,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS234,Marion Centre Bommie Nth,-19.17,152.27,2018-02-01,10,RLS,40,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,35,1,,POINT (152.27000427246094 -19.170000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-371a,912351816,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS234,Marion Centre Bommie Nth,-19.17,152.27,2018-02-01,10,RLS,40,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,62.5,1,,POINT (152.27000427246094 -19.170000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3719,912351816,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS234,Marion Centre Bommie Nth,-19.17,152.27,2018-02-01,10,RLS,40,11:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,35,1,,POINT (152.27000427246094 -19.170000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3718,912351827,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD inshore - South,GBR135,Butterfly Bay East,-20.07,148.93,2018-02-08,3,RLS,5,16:00:00,-20.07,148.98,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (148.98 -20.07)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3717,912351863,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS1,Long Reef West,-19.3,152.24,2019-05-08,8.5,RLS,30,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (152.24000549316406 -19.299999237060547)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3716,912351864,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS1,Long Reef West,-19.3,152.24,2019-05-08,9,RLS,30,10:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,2,,POINT (152.24000549316406 -19.299999237060547)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3715,912351853,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS5,Paget Cay South East,-19.25,152.35,2019-05-06,4,RLS,25,7:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (152.35000610351562 -19.25)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3714,912351854,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS5,Paget Cay South East,-19.25,152.35,2019-05-06,4.5,RLS,25,7:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus duboisii,Aipysurus duboisii,100,1,,POINT (152.35000610351562 -19.25)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3713,912351854,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS5,Paget Cay South East,-19.25,152.35,2019-05-06,4.5,RLS,25,7:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,137.5,1,,POINT (152.35000610351562 -19.25)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3712,912351856,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS4,Paget Cay Bommie,-19.23,152.33,2019-05-06,6,RLS,30,12:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,50,1,,POINT (152.3300018310547 -19.229999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3711,912351872,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS8,Carola Cay,-19.1,152.39,2019-05-07,4,RLS,25,14:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (152.38999938964844 -19.100000381469727)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3710,912351872,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS8,Carola Cay,-19.1,152.39,2019-05-07,4,RLS,25,14:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Acalyptophis peronii,Acalyptophis peronii,87.5,1,,POINT (152.38999938964844 -19.100000381469727)
ep_m1_public_data.fid-3b25e662_1963ba17013_-370f,912351872,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS8,Carola Cay,-19.1,152.39,2019-05-07,4,RLS,25,14:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (152.38999938964844 -19.100000381469727)
ep_m1_public_data.fid-3b25e662_1963ba17013_-370e,912351959,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Rowley Shoals,NWS82,Mermaid west dropoff M4,-17.08,119.6,2018-11-16,8,RLS,30,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (119.5999984741211 -17.079999923706055)
ep_m1_public_data.fid-3b25e662_1963ba17013_-370d,912351988,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS33,NE Passage,-14.06,121.96,2018-12-20,9,RLS,13,14:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,25,1,,POINT (121.95999908447266 -14.0600004196167)
ep_m1_public_data.fid-3b25e662_1963ba17013_-370c,912351999,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS29,Moray Bommie,-14.13,121.95,2018-12-22,5,RLS,12,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,112.5,1,,POINT (121.94999694824219 -14.130000114440918)
ep_m1_public_data.fid-3b25e662_1963ba17013_-370b,912352001,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS36,Fungiid Fields,-14.07,121.79,2018-12-23,8,RLS,20,15:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (121.79000091552734 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-370a,912352002,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS41,Dead West,-14.11,121.72,2018-12-24,11,RLS,20,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (121.72000122070312 -14.109999656677246)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3709,912352002,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS41,Dead West,-14.11,121.72,2018-12-24,11,RLS,20,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (121.72000122070312 -14.109999656677246)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3708,912352005,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS39,Odonus Dropoff,-14.08,121.75,2018-12-24,5,RLS,16,7:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (121.75 -14.079999923706055)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3707,912351994,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS172,Scott Outside anchorage,-14.07,121.97,2018-12-21,5,RLS,20,12:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,162.5,1,,POINT (121.97000122070312 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3706,912351995,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS172,Scott Outside anchorage,-14.07,121.97,2018-12-21,8,RLS,20,12:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,150,1,,POINT (121.97000122070312 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3705,912351995,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS172,Scott Outside anchorage,-14.07,121.97,2018-12-21,8,RLS,20,12:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (121.97000122070312 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3704,912352010,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS31,Napoleon Reef,-14.14,121.96,2018-12-23,10,RLS,16,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,125,1,,POINT (121.95999908447266 -14.140000343322754)
ep_m1_public_data.fid-3b25e662_1963ba17013_-3703,912352028,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS9,Spur and Groove Reef,-11.97,123.34,2019-01-02,7,RLS,30,12:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (123.33999633789062 -11.970000267028809)
